question,class
What obligations does the customer have when using Irancell services and products?,8
What happens if a customer enters inaccurate information while purchasing a service or product?,8
How should the customer pay the payable amount for Irancell Online Store purchases?,8
What documents is the customer required to prepare and provide to the postman at the time of delivering the package?,8
What responsibility does the customer have regarding damaged packages received from the postman?,8
What action may Irancell take if the customer fails to provide updated information and documents at the time of placing an order?,8
"Why does the customer need to provide the 10-digit postal code of their domicile, and where can they find accurate postal code information?",8
What obligations does Irancell have regarding the delivery of purchased products or services?,8
In what circumstances will Irancell refund the amount to the customer if the provision of a product or service becomes impossible?,8
Within what timeframe can customers cancel their order for a TD-LTE modem and SIM Card purchased via Irancell Online Stores?,8
How can customers request a refund if they decide to cancel their purchase before receiving the product?,8
What happens to the refunded amount if a customer cancels their order before receiving the product?,8
Under what conditions can customers ask for a refund within 7 business days after activating their TD-LTE modem and SIM Card?,8
What is required for the refund request to be approved by Irancell's Technical Team?,8
Within how many days can customers return their TD-LTE SIM Card purchased through Irancell Online Stores?,8
"What types of payments are refundable for SIM Card returns, and which ones are not?",8
Why is the return of dual-purpose modems (TD&FD Support) not possible?,8
"According to CRA instructions, what is the limit on the number of SIM Cards that Iranian and non-Iranian natural persons can register and activate?",8
What responsibilities does the SIM Card owner have until the ownership of the SIM Card is legally transferred to another person?,8
What are the valid identity documents for Iranian nationals during regular delivery of a SIM Card?,8
What identity documents are acceptable for foreign nationals during regular delivery of a SIM Card?,8
What should the Subscriber do if they are not present when the postman arrives for regular delivery?,8
"What is the requirement for receiving a product through express delivery, and what happens if the customer is not present at the announced address during express delivery?",8
What is the first obligation for a customer before purchasing a TD-LTE modem from Irancell?,8
How can a customer check Irancell network coverage in the intended area before purchasing a TD-LTE modem?,8
What are the consequences if a customer enters inaccurate information while purchasing a service or product from Irancell?,8
How does the central authentication system respond if inaccurate information is entered by the customer during the purchase process?,8
How is the payable amount stated in Irancell Online Store supposed to be paid by the customer?,8
What is the customer obligated to do when receiving a package from the postman?,8
In what situation might the postman avoid delivering a package to the customer?,8
What responsibility does Irancell bear if the customer receives a damaged package?,8
What documents is the customer obligated to provide to the postman at the time of delivering the package?,8
What happens if the customer fails to provide the required documents to the postman during the package delivery?,8
What information and documents does the customer need to provide at the time of placing an order with Irancell?,8
What action can Irancell take if any discrepancy is discovered in the information or documents provided by the customer at any stage?,8
What is the basis for providing customers with Irancell gifts and services according to the information recorded in their file?,8
What obligations does Irancell have regarding the delivery of purchased products or services to the customer?,8
How does Irancell deliver the purchased product to the customer's address?,8
In what situation would Irancell refund the amount to the customer?,8
What is the time frame within which customers can cancel their orders and ask for a refund when purchasing a TD-LTE modem and SIM Card via Irancell Online Stores?,8
What should customers do if they wish to cancel their purchase and avoid payment or waste of time?,8
What happens to the refunded amount if a customer cancels their order before receiving the product?,8
How can customers ask for a refund within 7 business days after activating their product?,8
What is the condition for the refund request to be approved by Irancell's Technical Team of Network?,8
Within what time frame can customers return their TD-LTE SIM Card purchased through Irancell Online Stores?,8
What types of payments made using a bank card connected to a centralized account are refundable?,8
Is the return of dual-purpose modems (TD&FD Support) possible?,8
What is the limit on the number of SIM Cards that Iranian and non-Iranian natural persons can register and activate according to CRA instructions?,8
What responsibilities lie with the SIM Card owner in case of transferring ownership to another person?,8
Can the new owner request a money-back guarantee in case of a change of ownership?,8
What is required when the postman arrives for regular delivery of a SIM Card?,8
What valid identity documents are accepted for Iranian nationals during regular delivery?,8
What valid identity documents are accepted for foreign nationals during regular delivery?,8
What should the subscriber do if they are not present when the postman arrives for regular delivery?,8
"What is the requirement for express delivery, and what happens if the customer is not present at the announced address?",8
What is the first obligation for customers before purchasing a TD-LTE modem from Irancell?,8
Where can customers check Irancell network coverage in their intended area?,8
What happens if the customer enters inaccurate information during the purchase of a service or product?,8
How does the central authentication system respond to inaccurate information entered by the customer?,8
What is the payment method for the payable amount in Irancell Online Store?,8
What documents does the customer need to provide to the postman at the time of delivering the package?,8
What is the consequence if the customer fails to provide the required documents to the postman during package delivery?,8
What does the customer undertake regarding damaged packages received from the postman?,8
When should the customer provide updated information and documents according to Irancell's obligations?,8
What is the basis for providing Irancell gifts and services to the customer?,8
"What information should the customer provide to be registered, and where can they find the accurate postal code?",8
What does Irancell undertake regarding the delivery of purchased products or services within a specified period?,8
How does Irancell deliver the purchased product to the customer?,8
In what circumstances will Irancell refund the amount to the customer if the provision of a product or service becomes impossible?,8
Within what time frame can customers cancel their order for a TD-LTE modem and SIM Card purchased via Irancell Online Stores?,8
How can customers request a refund for a canceled order before receiving the product?,8
What happens to the refunded amount after canceling an order before receiving the product?,8
Under what conditions can customers ask for a refund within 7 business days after activating their TD-LTE modem and SIM Card?,8
Who should customers contact to request a refund after activating their product?,8
What is required for the refund request to be approved by Irancell's Technical Team of Network?,8
Within how many days can customers return their TD-LTE SIM Card purchased through Irancell Online Stores?,8
How can customers request the return of their SIM Card?,8
"What types of payments are refundable for returned SIM Cards, and which ones are not refundable?",8
Why is the return of dual-purpose modems not possible?,8
"According to CRA instructions, how many SIM Cards can an Iranian natural person register and activate?",8
What is the limit on the number of SIM Cards for each non-Iranian natural person according to CRA instructions?,8
What responsibilities lie with the SIM Card owner until the ownership is legally transferred to another person?,8
Can the new owner request a money-back guarantee after a SIM Card ownership transfer?,8
What is required during regular delivery when the postman arrives for a SIM Card registered under the customer's name?,8
Name three valid identity documents for Iranian nationals during regular delivery.,8
What are the valid identity documents for foreign nationals during regular delivery?,8
"What happens if the Subscriber is not present during regular delivery, and how can they arrange a redelivery?",8
What should customers do if they choose express delivery and want to receive the product within their selected time period?,8
What is the consequence of not being present at the announced address during express delivery?,8
How long does the product take to be sent through regular delivery if the customer is not present during express delivery?,8
What is the first obligation for customers before purchasing a TD-LTE modem?,8
Where can customers check Irancell network coverage in their intended area?,8
What does the customer need to accept in order to use Irancell services and products?,8
What happens if the customer enters inaccurate information while purchasing a service or product?,8
How does the central authentication system respond to inaccurate information entered by the customer?,8
How is the payable amount stated in Irancell Online Store paid by the customer?,8
What documents does the customer need to prepare and provide to the postman at the time of package delivery?,8
What is Irancell's stance if the postman attempts to deliver a package without the required documents?,8
What responsibility does the customer have regarding damaged packages received from the postman?,8
What is the customer's obligation in terms of providing updated information and documents at the time of placing an order?,8
What happens if there is a discrepancy in the information provided by the customer during the order process?,8
What information does the customer need to provide for the registration of their domicile?,8
Where can the customer find the accurate postal code for their place of residence?,8
What does Irancell undertake regarding the delivery of purchased products or services?,8
"Where does Irancell deliver the purchased product, according to its obligations?",8
What is Irancell's responsibility if the provision of a purchased product or service becomes impossible?,8
Within what timeframe can customers cancel their order for a TD-LTE modem and SIM Card?,8
How can customers request a refund if they decide to cancel their order before receiving the product?,8
What happens to the refunded amount after order cancellation?,8
Why is it advised not to take delivery of the purchased product if the customer wishes to cancel the purchase?,8
What are the terms for customers to ask for a refund after activating their TD-LTE modem and SIM Card?,8
"Who should customers contact to request a refund, and through what channels?",8
What condition must be met for a refund request to be approved by the Technical Team of Network?,8
Within how many days can customers return their TD-LTE SIM Card after purchase?,8
What type of payments made with a bank card connected to a centralized account are refundable?,8
Why is the return of dual-purpose modems not possible?,8
"According to CRA instructions, what is the limit on the number of SIM Cards that Iranian natural persons can register and activate?",8
What responsibilities lie with the SIM Card owner until the ownership is legally transferred to another person?,8
Can the new owner of a SIM Card request a money-back guarantee in case of ownership transfer?,8
What does the person under whose name the SIM Card is registered need to provide when the postman arrives for regular delivery?,8
What valid identity documents are acceptable for Iranian nationals during regular delivery?,8
What valid identity document is acceptable for foreign nationals during regular delivery?,8
"What actions can the Subscriber take if the postman arrives, but the Subscriber is not present during regular delivery?",8
"What is required for express delivery, and how does it differ from regular delivery?",8
What happens if the customer is not present at the announced address during express delivery?,8
How long does the customer have to wait for regular delivery if they are not present during express delivery?,8
What is the timeframe within which customers can cancel their order for a TD-LTE modem and SIM Card?,8
Can customers transfer the refunded amount to their bank account after canceling their purchase?,8
What responsibility does Irancell undertake if the provision of a purchased product or service becomes impossible?,8
How can customers request a refund after activating their TD-LTE modem and SIM Card?,8
What type of payments made with a bank card connected to a centralized account are refundable for SIM Card returns?,8
Why is the return of dual-purpose modems not possible?,8
"According to CRA instructions, what is the limit on the number of SIM Cards that Iranian natural persons can register and activate?",8
What responsibilities lie with the SIM Card owner until the ownership is legally transferred to another person?,8
Can the new owner of a SIM Card request a money-back guarantee in case of ownership transfer?,8
"What is required for regular delivery, and how does it differ from express delivery?",8
What valid identity documents are acceptable for Iranian nationals during regular delivery?,8
What valid identity document is acceptable for foreign nationals during regular delivery?,8
"What actions can the Subscriber take if the postman arrives, but the Subscriber is not present during regular delivery?",8
How long does the customer have to wait for regular delivery if they are not present during express delivery?,8
